molecule,init_idx,traj[0] potential energy,traj[0] kinetic energy,traj[-1] potential energy,traj[-1] kinetic energy,total energy deviation (meV)
C4OC6NC5FC3ONOC4FH28,43359,-37845.89535622702,2.325527949466798,-37843.8585820883,5.492431189954494,5203.67737920167
C6NO2C2NC2ONC2NC8H24,24988,-33248.9785867223,2.0939165815305567,-33248.42695353084,5.4407666399961485,3898.4832499247022
C6N2C4SC2ONC9N2C2H21,16418,-44545.63668727626,2.0939165815305567,-44544.949161462515,7.341438010148496,5935.047242359524
C2OC4SC6NC3NC2NC2OC4H29,27272,-43741.825672860534,2.341809279246946,-43742.01576356686,7.75455810546332,5222.6581198940485
NCOCOC9OCNC2OC4OC3NCOCNC2OC2H30,20222,-48805.947628757895,2.7338321956630214,-48804.58723030982,14.422932196459698,13049.498448868795
C2NC3OC2OCNC2NC2ONC14SH32,3281,-50444.1749617061,2.6265707837869754,-50445.04463498903,7.8680281109124985,4371.784044190916
C7NC5ClC11SH30,29758,-49206.05524655083,2.2950245599111256,-49206.18077655033,7.298312032481008,4877.757473064977
C12N4C2NCOC7F3C6H36,25109,-47297.76159838761,2.8854688781107747,-47297.77917926525,5.48827047712862,2585.2207213787856
COC4ClCNCNCNC3OC3NC2NC5OC4NH33,49862,-54091.07690112556,2.7338321956630214,-54090.22928173895,6.895730008558293,5009.517199505458
CNC4NC2NC3NCOC9NCOC2H35,45968,-35987.222522321965,2.609725007414058,-35986.73031088102,6.674194459771035,4556.680893302142
OC9NCSNC4SO2NC2OC4H23,17578,-55466.58620806704,2.1085604029864156,-55466.21562050361,8.271725750978606,6533.752911426189
COC6NC6OC2OC5NCOC6F3C3H33,17744,-50996.07975437292,2.8176264976954166,-50995.76639122891,5.7687675075160705,3264.5041538254395
OCl2N2O2C15N3C3H15,4688,-57572.373544003385,1.8220244981984972,-57569.90951652796,5.240116300297496,5882.1192775231075
